24;17,35458046
23,9;17,15592422
23,8;16,95954198
23,7;16,76540771
23,6;16,57349567
23,5;16,38378043
23,4;16,19623685
23,3;16,01084006
23,2;15,82756549
23,1;15,64638885
23;15,46728611
22,9;15,29023355
22,8;15,1152077
22,7;14,94218535
22,6;14,77114356
22,5;14,60205968
22,4;14,43491129
22,3;14,26967622
22,2;14,10633259
22,1;13,94485874
22;13,78523326
21,9;13,627435
21,8;13,47144304
21,7;13,31723671
21,6;13,16479556
21,5;13,01409939
21,4;12,86512823
21,3;12,71786232
21,2;12,57228216
21,1;12,42836843
21;12,28610207
20,9;12,14546423
20,8;12,00643625
20,7;11,86899971
20,6;11,73313639
20,5;11,59882829
20,4;11,4660576
20,3;11,33480673
20,2;11,20505827
20,1;11,07679502
20;10,95
19,9;10,82465639
19,8;10,70074757
19,7;10,57825712
19,6;10,45716882
19,5;10,3374666
19,4;10,21913459
19,3;10,10215713
19,2;9,986518691
19,1;9,872203957
19;9,759197773
18,9;9,647485159
18,8;9,53705131
18,7;9,427881586
18,6;9,319961518
18,5;9,213276801
18,4;9,107813294
18,3;9,003557017
18,2;8,900494152
18,1;8,798611038
18;8,69789417
17,9;8,598330199
17,8;8,499905927
17,7;8,402608309
17,6;8,306424447
17,5;8,211341592
17,4;8,117347142
17,3;8,024428638
17,2;7,932573763
17,1;7,841770342
17;7,752006339
16,9;7,663269856
16,8;7,575549132
16,7;7,488832538
16,6;7,403108581
16,5;7,318365897
16,4;7,234593256
16,3;7,151779551
16,2;7,069913808
16,1;6,988985174
16;6,908982922
15,9;6,829896449
15,8;6,75171527
15,7;6,674429025
15,6;6,598027468
15,5;6,522500472
15,4;6,447838026
15,3;6,374030235
15,2;6,301067314
15,1;6,228939593
15;6,157637511
14,9;6,087151617
14,8;6,017472569
14,7;5,94859113
14,6;5,88049817
14,5;5,813184664
14,4;5,74664169
14,3;5,680860426
14,2;5,615832155
14,1;5,551548256
14;5,488000208
13,9;5,425179589
13,8;5,363078072
13,7;5,301687425
13,6;5,240999511
13,5;5,181006286
13,4;5,121699797
13,3;5,063072184
13,2;5,005115676
13,1;4,947822591
13;4,891185334
12,9;4,835196399
12,8;4,779848363
12,7;4,725133891
12,6;4,671045731
12,5;4,617576713
